category,rank_brand_name,~18,19~23,24~28,29~33,34~39,40~,men,women
하의,무신사 스탠다드,21,24,22,14,9,10,84,16
하의,비에스래빗,22,39,20,8,3,8,75,25
하의,몽돌,19,22,24,19,8,8,8,92
하의,86로드,16,31,27,16,6,4,95,5
하의,브렌슨,30,31,17,7,4,11,64,36
하의,프렌다,21,34,20,8,7,10,26,74
하의,피스워커,17,16,25,23,13,6,94,6
하의,로맨틱크라운,18,30,26,14,7,5,75,25
하의,트래블,22,24,21,16,9,8,60,40
하의,어반드레스,19,38,20,9,5,9,10,90
하의,이넥시스,20,28,23,16,7,6,90,10
하의,미나브,13,27,41,14,3,2,94,6
하의,아티스트웨어,38,19,19,2,1,21,55,45
하의,챔피온,30,28,19,11,5,7,77,23
하의,배드블러드,29,35,20,6,3,7,8,92
하의,피아네르,35,24,16,8,4,13,60,40
하의,어반스터프,22,43,22,6,2,5,70,30
하의,리,27,21,19,12,9,12,37,63
하의,가까이 유니언즈,37,29,14,5,2,13,45,55
하의,가까이 유니언즈,33,32,15,8,3,9,58,42
하의,유니폼브릿지,13,26,30,19,7,5,93,7
하의,파르티멘토,12,24,31,18,5,10,63,37
하의,무신사 스탠다드,21,18,24,17,11,9,89,11
하의,세븐셀라,20,19,18,19,13,11,90,10
하의,에즈카톤,20,36,28,11,2,3,74,26
하의,파르티멘토,17,17,23,22,11,10,71,29
하의,무신사 스탠다드,21,11,25,23,11,9,95,5
하의,모드나인,18,17,30,20,9,6,96,4
하의,수아레,22,33,26,9,5,5,85,15
하의,브렌슨,35,26,17,7,3,12,67,33
하의,무신사 스탠다드,13,18,34,15,12,8,92,8
하의,파르티멘토,15,34,25,11,7,8,81,19
하의,낫포너드,23,38,21,8,3,7,82,18
하의,스컬프터,19,43,25,6,2,5,28,72
하의,칸코,22,33,26,8,3,8,16,84
하의,파츠,15,30,33,14,4,4,92,8
하의,무신사 스탠다드,11,17,29,20,13,10,92,8
하의,어반드레스,19,40,21,9,3,8,10,90
하의,슈퍼서브,36,27,13,7,6,11,25,75
하의,폴코어,12,32,36,12,5,3,86,14
하의,에드리엘로스,20,19,31,22,4,4,93,7
하의,낫포너드,49,30,8,2,1,10,21,79
하의,5252 바이 오아이오아이,17,25,26,11,8,13,17,83
하의,무신사 스탠다드,17,28,26,14,6,9,83,17
하의,예일,54,15,6,3,3,19,44,56
하의,아디다스,19,25,27,13,9,7,17,83
하의,파르티멘토,17,29,23,16,7,8,86,14
하의,브랜디드,11,29,35,14,7,4,96,4
하의,하프크라이즈,29,21,16,13,9,12,84,16
하의,제멋,21,28,19,7,6,19,74,26
하의,아디다스,27,17,18,9,9,20,48,52
하의,모드나인,14,14,32,27,10,3,97,3
하의,리플라이퍼키,19,20,20,15,17,9,84,16
하의,낫포너드,43,32,10,3,2,10,24,76
하의,무신사 스탠다드,15,18,18,20,17,12,91,9
하의,어반스터프,55,22,11,3,3,6,87,13
하의,가먼트레이블,12,20,33,14,8,13,74,26
하의,브랜디드,11,22,37,19,7,4,94,6
하의,모드나인,14,14,32,27,10,3,97,3
하의,무신사 스탠다드,9,26,35,14,7,9,89,11
하의,엑스톤즈,22,39,23,7,3,6,73,27
하의,비슬로우,13,35,29,12,6,5,94,6
하의,시그니처,19,31,25,14,5,6,89,11
하의,아디다스,21,18,19,16,13,13,64,36
하의,무신사 스탠다드,18,11,21,25,15,10,92,8
하의,밀리언코르,18,31,18,11,5,17,13,87
하의,무신사 스탠다드,13,17,28,21,12,9,93,7
하의,무신사 스탠다드,29,33,13,5,4,16,6,94
하의,모드나인,12,28,33,15,6,6,95,5
하의,무신사 스탠다드,26,22,20,13,9,10,81,19
하의,골라,31,20,17,7,8,17,22,78
하의,예일,47,21,10,7,3,12,54,46
하의,내셔널지오그래픽,27,16,13,8,11,25,67,33
하의,무신사 스탠다드,21,8,14,21,18,18,94,6
하의,몽플리쎄,27,18,16,15,12,12,87,13
하의,무신사 스탠다드,13,14,24,28,14,7,87,13
하의,무신사 스탠다드,13,12,27,27,13,8,92,8
하의,잇터우먼스,32,21,15,11,8,13,7,93
하의,무신사 스탠다드,11,4,22,28,24,11,93,7
하의,파르티멘토,36,23,15,11,7,8,58,42
하의,무신사 스탠다드,13,26,27,15,8,11,6,94
하의,인사일런스,12,30,34,17,4,3,94,6
하의,인사일런스,12,25,37,18,5,3,95,5
하의,디미트리블랙,34,6,23,14,15,8,91,9
하의,리트,19,35,29,11,4,2,95,5
하의,무신사 스탠다드,17,11,15,22,16,19,84,16
하의,위캔더스,18,33,26,12,6,5,81,19
하의,지오다노,25,20,27,17,6,5,91,9
하의,던스트,14,24,36,16,6,4,84,16
하의,무신사 스탠다드,10,11,26,26,17,10,92,8
하의,멜란지 마스터,26,22,17,13,9,13,79,21
하의,무신사 스탠다드,22,4,15,26,28,5,83,17
하의,무신사 스탠다드,17,11,20,25,14,13,85,15
하의,테이크이지,20,31,23,12,6,8,87,13
하의,시그니처,14,23,29,13,10,11,82,18
하의,프렌다,34,44,13,3,1,5,9,91
하의,무신사 스탠다드,17,19,20,20,13,11,92,8
하의,플랙,13,22,33,23,6,3,95,5
하의,무신사 스탠다드,25,29,18,8,9,11,50,50
하의,무신사 스탠다드,20,26,24,14,9,7,84,16
하의,아디다스,27,17,18,9,9,20,48,52
하의,마르디 메크르디,28,34,18,6,4,10,6,94
하의,무신사 스탠다드,13,22,29,20,10,6,84,16
하의,아디다스,30,15,14,9,8,24,56,44
하의,마르디 메크르디,25,27,22,10,6,10,6,94
하의,무신사 스탠다드,19,33,27,11,5,5,87,13
하의,무신사 스탠다드,17,9,19,22,18,15,79,21
하의,나이키,22,21,24,12,8,13,12,88
하의,제로,16,44,27,8,2,3,91,9
하의,미나브,18,22,24,14,11,11,72,28
하의,하이퍼 데님,43,25,13,12,5,2,97,3
하의,드로우핏,41,22,18,10,5,4,93,7
하의,무신사 스탠다드,22,9,17,31,9,12,86,14
하의,베이스모먼트,32,21,19,12,6,10,71,29
하의,에스피오나지,11,16,22,20,18,13,96,4
하의,쿠어,13,28,41,11,4,3,95,5
하의,에이징씨씨씨,20,27,20,10,10,13,55,45
하의,게스,11,17,27,20,11,14,82,18
하의,시그니처,17,26,28,14,7,8,81,19
하의,모드나인,17,18,28,23,9,5,95,5
하의,스파오,34,26,20,10,4,6,7,93
하의,코드그라피,27,17,26,15,8,7,54,46
하의,디스이즈네버댓,21,29,23,9,10,8,64,36
하의,메종미네드,13,32,30,12,4,9,89,11
하의,무신사 스탠다드,21,21,24,17,9,8,90,10
하의,코드그라피,30,28,19,10,5,8,55,45
하의,테이크이지,16,24,20,15,11,14,90,10
하의,에프씨엠엠,38,23,17,6,4,12,35,65
하의,에잇세컨즈,17,27,31,12,5,8,81,19
하의,에씨드슬라이드,16,27,19,21,7,10,68,32
하의,아카이브 볼드,45,37,9,1,1,7,17,83
하의,코드그라피,26,30,15,8,7,14,49,51
하의,가까이 유니언즈,30,31,17,7,3,12,67,33
하의,엑스트라오디너리,24,16,19,16,14,11,88,12
하의,칸코,22,33,26,8,3,8,16,84
하의,아디다스,27,21,21,13,7,11,57,43
하의,어반스터프,28,20,21,11,6,14,84,16
하의,로맨틱크라운,14,25,32,16,6,7,46,54
하의,브렌슨,30,26,16,10,8,10,61,39
